amount,feature1,feature2,feature3,class
128.7020965442015,0.5945984539489779,0.976359099631306,0.9697360822874292,0
109.21545320390517,0.733314661265906,0.11336706623448345,0.6597149331148087,0
99.03698101328027,0.45560253750166213,0.2514659704910759,0.48952668668668065,0
133.96469099911747,0.13370268210966996,0.17756823480965112,0.36008913801433196,0
98.9549203017926,0.8150077769837577,0.06041199169449418,0.32870793197452075,0
53.68094350092308,0.5429499379481127,0.7974269303831826,0.6418898092248384,0
103.87402592594313,0.3786906633330023,0.29686785103276847,0.5435369624422216,0
58.023622099117134,0.75911909558426,0.9816472365702749,0.9318507802258251,0
146.05129198654967,0.1759416324782621,0.4116247843941262,0.2703705254504867,0
124.03722898839919,0.08346929518195723,0.8595923912473853,0.8570546524729953,0
31.35702742594681,0.03577469071400785,0.2400335843743302,0.3520611695653535,0
27.438685054942084,0.962380327227039,0.7017270340031013,0.07228096876630907,0
90.70377595256146,0.28195832714264546,0.7238155239078763,0.836700514273689,0
164.46015257034367,0.8608012033322129,0.23373553180854634,0.20121111706373518,0
125.70312762123879,0.6363026718190556,0.4553677044654809,0.8969581595077243,0
173.11273020173644,0.7773731292105488,0.22861909644035883,0.4018030603177434,0
108.72889064159195,0.41938983796838936,0.9028647937916409,0.7478526265248534,0
216.00203610086297,0.3196956866662505,0.24517954034228218,0.9648294501031478,0
97.78192722442192,0.30712069487206084,0.6238066594255363,0.21614859504198813,0
-5.734679953686765,0.6626005028802849,0.7135042751793014,0.8526731640437157,0
581.7854681796359,0.8845731043768018,0.9583430174922796,1.3698881382840375,1
145.99357579772152,0.9708474014850094,0.5999112626239146,0.08722159275041175,0
104.29465031466653,0.010567122774442939,0.3864959908767227,0.7389311814871142,0
146.30887737658207,0.5616325332843798,0.16769732291229367,0.8015629946391074,0
86.20800200517718,0.6595199546699549,0.22775881371952156,0.2796110110841158,0
137.3955128058767,0.08969929700825463,0.8348534905367517,0.19869417361134523,0
31.71912979049253,0.47343786783827446,0.35214788905551675,0.4851114625138777,0
153.108372379433,0.35470375812420907,0.7362976662108784,0.08027718324960775,0
31.24573834164576,0.41166110516998644,0.09473859930251971,0.8053435975487119,0
137.09111471950632,0.44750069761745115,0.1617857344817476,0.7362379546713607,0
127.5942985911077,0.7459546179039995,0.9382854151526105,0.8611546161265871,0
47.75818430484644,0.7858716255931055,0.4275807369730473,0.21573068833452458,0
56.076309932897,0.7239678737735169,0.05853173927537669,0.06971136346857609,0
47.114453552204985,0.2588887419705045,0.7152429571211358,0.46363935859663574,0
134.28281962568553,0.7858283238902646,0.7928927110044324,0.01524631578035518,0
105.12423210791037,0.7470862093948251,0.444243920802322,0.648201719882578,0
6.46040394870721,0.23692786151118228,0.4582654823968083,0.3489909269897231,0
173.8765040527631,0.5863641413229526,0.8571159423173672,0.22819806394520858,0
68.1095653570032,0.6228189228581973,0.29594375465949363,0.38500296810510415,0
130.51851327167324,0.9262141053985687,0.8436098291374418,0.5271010191467135,0
136.9972025689658,0.7546217827656064,0.09867209808541344,0.5417159759430152,0
94.49972506494743,0.757813305694266,0.5738187600337467,0.38847775018409814,0
